userId,Genres_and_Movies,Movies
326,"['Action,Adventure,Crime,Drama,Thriller']","[[{'movieId': 6016, 'title': 'City of God (Cidade de Deus) (2002)', 'imdbId': 317248, 'tmdbId': 598}]]"
327,"['Action,Western']","[[{'movieId': 1304, 'title': 'Butch Cassidy and the Sundance Kid (1969)', 'imdbId': 64115, 'tmdbId': 642}]]"
328,"['Action,Comedy,Crime,Mystery']","[[{'movieId': 51255, 'title': 'Hot Fuzz (2007)', 'imdbId': 425112, 'tmdbId': 4638}]]"
329,"['Adventure,Comedy,Drama']","[[{'movieId': 1884, 'title': 'Fear and Loathing in Las Vegas (1998)', 'imdbId': 120669, 'tmdbId': 1878}]]"
330,"['Action,Comedy,Fantasy,Musical,Romance']","[[{'movieId': 79702, 'title': 'Scott Pilgrim vs. the World (2010)', 'imdbId': 446029, 'tmdbId': 22538}]]"
331,"['Action,Adventure,Comedy,Sci-Fi']","[[{'movieId': 122904, 'title': 'Deadpool (2016)', 'imdbId': 1431045, 'tmdbId': 293660}]]"
332,"['Comedy,Fantasy,Romance']","[[{'movieId': 1265, 'title': 'Groundhog Day (1993)', 'imdbId': 107048, 'tmdbId': 137}]]"
333,"['Action,Adventure,Comedy,Western']","[[{'movieId': 3624, 'title': 'Shanghai Noon (2000)', 'imdbId': 184894, 'tmdbId': 8584}]]"
334,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
335,"['Action,Adventure,Sci-Fi']","[[{'movieId': 1196, 'title': 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'imdbId': 80684, 'tmdbId': 1891}]]"
336,"['Action,Crime,Mystery,Sci-Fi,Thriller']","[[{'movieId': 5445, 'title': 'Minority Report (2002)', 'imdbId': 181689, 'tmdbId': 180}]]"
337,['Action'],"[[{'movieId': 9, 'title': 'Sudden Death (1995)', 'imdbId': 114576, 'tmdbId': 9091}, {'movieId': 667, 'title': 'Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)', 'imdbId': 112536, 'tmdbId': 25087}]]"
338,"['Drama,Horror,Mystery,Sci-Fi,Thriller']","[[{'movieId': 174053, 'title': 'Black Mirror: White Christmas (2014)', 'imdbId': 3973198, 'tmdbId': 374430}]]"
339,"['Action,Adventure,Crime,Drama,Thriller']","[[{'movieId': 6016, 'title': 'City of God (Cidade de Deus) (2002)', 'imdbId': 317248, 'tmdbId': 598}]]"
340,"['Action,Adventure,Sci-Fi,Thriller']","[[{'movieId': 480, 'title': 'Jurassic Park (1993)', 'imdbId': 107290, 'tmdbId': 329}, {'movieId': 780, 'title': 'Independence Day (a.k.a. ID4) (1996)', 'imdbId': 116629, 'tmdbId': 602}, {'movieId': 1356, 'title': 'Star Trek: First Contact (1996)', 'imdbId': 117731, 'tmdbId': 199}]]"
341,"['Adventure,Animation,Children,Comedy,Fantasy']","[[{'movieId': 1, 'title': 'Toy Story (1995)', 'imdbId': 114709, 'tmdbId': 862}]]"
342,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}]]"
343,"['Action,Adventure,Crime,Drama,Thriller']","[[{'movieId': 6016, 'title': 'City of God (Cidade de Deus) (2002)', 'imdbId': 317248, 'tmdbId': 598}]]"
344,"['Action,Adventure,Comedy,Romance,Thriller']","[[{'movieId': 380, 'title': 'True Lies (1994)', 'imdbId': 111503, 'tmdbId': 36955}]]"
345,"['Drama,Fantasy,Musical']","[[{'movieId': 2971, 'title': 'All That Jazz (1979)', 'imdbId': 78754, 'tmdbId': 16858}]]"
346,"['Crime,Horror']","[[{'movieId': 1219, 'title': 'Psycho (1960)', 'imdbId': 54215, 'tmdbId': 539}]]"
347,"['Adventure,Animation,Children,Comedy,Fantasy']","[[{'movieId': 1, 'title': 'Toy Story (1995)', 'imdbId': 114709, 'tmdbId': 862}]]"
348,"['Action,Adventure,Crime,Drama,Thriller']","[[{'movieId': 6016, 'title': 'City of God (Cidade de Deus) (2002)', 'imdbId': 317248, 'tmdbId': 598}]]"
349,"['Action,Crime,Drama,Thriller']","[[{'movieId': 349, 'title': 'Clear and Present Danger (1994)', 'imdbId': 109444, 'tmdbId': 9331}]]"
350,"['Action,Adventure,Sci-Fi']","[[{'movieId': 260, 'title': 'Star Wars: Episode IV - A New Hope (1977)', 'imdbId': 76759, 'tmdbId': 11}, {'movieId': 1210, 'title': 'Star Wars: Episode VI - Return of the Jedi (1983)', 'imdbId': 86190, 'tmdbId': 1892}]]"
351,"['Drama,Mystery,War']","[[{'movieId': 86781, 'title': 'Incendies (2010)', 'imdbId': 1255953, 'tmdbId': 46738}]]"
352,"['Action,Adventure,Crime,Drama,Thriller,War']","[[{'movieId': 49530, 'title': 'Blood Diamond (2006)', 'imdbId': 450259, 'tmdbId': 1372}]]"
353,"['Adventure,Animation,Children,Comedy,Fantasy']","[[{'movieId': 1, 'title': 'Toy Story (1995)', 'imdbId': 114709, 'tmdbId': 862}]]"
354,"['Action,Adventure,Animation,Children,Comedy']","[[{'movieId': 8961, 'title': 'Incredibles, The (2004)', 'imdbId': 317705, 'tmdbId': 9806}]]"
355,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}]]"
356,"['Action,Adventure,Comedy,Sci-Fi']","[[{'movieId': 1527, 'title': 'Fifth Element, The (1997)', 'imdbId': 119116, 'tmdbId': 18}]]"
357,"['Action,Adventure,Drama,Fantasy,Mystery,IMAX']","[[{'movieId': 88125, 'title': 'Harry Potter and the Deathly Hallows: Part 2 (2011)', 'imdbId': 1201607, 'tmdbId': 12445}]]"
358,"['Drama,Romance,War']","[[{'movieId': 55052, 'title': 'Atonement (2007)', 'imdbId': 783233, 'tmdbId': 4347}]]"
359,"['Adventure,Animation,Children,Comedy,Fantasy,Romance']","[[{'movieId': 4306, 'title': 'Shrek (2001)', 'imdbId': 126029, 'tmdbId': 808}]]"
360,"['Action,Thriller,War']","[[{'movieId': 1616, 'title': 'Peacemaker, The (1997)', 'imdbId': 119874, 'tmdbId': 6623}]]"
361,"['Action,Comedy,Fantasy,IMAX']","[[{'movieId': 46972, 'title': 'Night at the Museum (2006)', 'imdbId': 477347, 'tmdbId': 1593}]]"
362,"['Action,Adventure,Drama,Fantasy']","[[{'movieId': 7153, 'title': 'Lord of the Rings: The Return of the King, The (2003)', 'imdbId': 167260, 'tmdbId': 122}]]"
363,"['Comedy,Crime,Drama,Thriller']","[[{'movieId': 296, 'title': 'Pulp Fiction (1994)', 'imdbId': 110912, 'tmdbId': 680}]]"
364,"['Action,Thriller']","[[{'movieId': 376, 'title': 'River Wild, The (1994)', 'imdbId': 110997, 'tmdbId': 8987}]]"
365,"['Comedy,Fantasy']","[[{'movieId': 95441, 'title': 'Ted (2012)', 'imdbId': 1637725, 'tmdbId': 72105}]]"
366,"['Crime,Mystery,Thriller']","[[{'movieId': 1089, 'title': 'Reservoir Dogs (1992)', 'imdbId': 105236, 'tmdbId': 500}]]"
367,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}]]"
368,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
369,"['Adventure,Comedy,Drama']","[[{'movieId': 1884, 'title': 'Fear and Loathing in Las Vegas (1998)', 'imdbId': 120669, 'tmdbId': 1878}]]"
370,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
371,"['Action,Adventure,Animation,Crime,Fantasy']","[[{'movieId': 55167, 'title': 'Tekkonkinkreet (Tekkon kinkurîto) (2006)', 'imdbId': 831888, 'tmdbId': 13754}]]"
372,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
373,"['Adventure,Animation,Children,Drama,Musical,IMAX']","[[{'movieId': 364, 'title': 'Lion King, The (1994)', 'imdbId': 110357, 'tmdbId': 8587}]]"
374,"['Action,Adventure,Comedy,Fantasy,Horror']","[[{'movieId': 1215, 'title': 'Army of Darkness (1993)', 'imdbId': 106308, 'tmdbId': 766}]]"
375,"['Action,Crime,Drama,Thriller']","[[{'movieId': 3256, 'title': 'Patriot Games (1992)', 'imdbId': 105112, 'tmdbId': 9869}]]"
376,"['Action,Adventure,Drama,Thriller,IMAX']","[[{'movieId': 91535, 'title': 'Bourne Legacy, The (2012)', 'imdbId': 1194173, 'tmdbId': 49040}]]"
377,"['Action,Adventure,Animation,Sci-Fi']","[[{'movieId': 1274, 'title': 'Akira (1988)', 'imdbId': 94625, 'tmdbId': 149}]]"
378,"['Action,Crime,Drama,Mystery,Sci-Fi,Thriller,IMAX']","[[{'movieId': 79132, 'title': 'Inception (2010)', 'imdbId': 1375666, 'tmdbId': 27205}]]"
379,"['Action,Drama,War']","[[{'movieId': 110, 'title': 'Braveheart (1995)', 'imdbId': 112573, 'tmdbId': 197}]]"
380,"['Action,Adventure,Animation,Children,Comedy,Western']","[[{'movieId': 84944, 'title': 'Rango (2011)', 'imdbId': 1192628, 'tmdbId': 44896}]]"
381,"['Action,Mystery,Thriller']","[[{'movieId': 5418, 'title': 'Bourne Identity, The (2002)', 'imdbId': 258463, 'tmdbId': 2501}]]"
382,"['Action,Adventure,Comedy,War']","[[{'movieId': 61132, 'title': 'Tropic Thunder (2008)', 'imdbId': 942385, 'tmdbId': 7446}]]"
383,"['Comedy,Drama,Romance,War']","[[{'movieId': 2324, 'title': 'Life Is Beautiful (La Vita è bella) (1997)', 'imdbId': 118799, 'tmdbId': 637}]]"
384,"['Action,Drama,Romance']","[[{'movieId': 3996, 'title': 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'imdbId': 190332, 'tmdbId': 146}]]"
385,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
387,"['Adventure,Animation,Drama,Fantasy,Sci-Fi']","[[{'movieId': 7099, 'title': 'Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)', 'imdbId': 87544, 'tmdbId': 81}]]"
388,"['Action,Adventure,Animation,Children,Comedy,IMAX']","[[{'movieId': 62999, 'title': 'Madagascar: Escape 2 Africa (2008)', 'imdbId': 479952, 'tmdbId': 10527}]]"
389,"['Action,Adventure,Romance,Thriller']","[[{'movieId': 736, 'title': 'Twister (1996)', 'imdbId': 117998, 'tmdbId': 664}]]"
390,"['Action,Adventure,Animation,Children,Fantasy,Sci-Fi']","[[{'movieId': 6350, 'title': 'Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)', 'imdbId': 92067, 'tmdbId': 10515}]]"
391,"['Action,Adventure,Comedy']","[[{'movieId': 2683, 'title': 'Austin Powers: The Spy Who Shagged Me (1999)', 'imdbId': 145660, 'tmdbId': 817}]]"
392,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}]]"
393,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
394,"['Action,Drama,War']","[[{'movieId': 110, 'title': 'Braveheart (1995)', 'imdbId': 112573, 'tmdbId': 197}]]"
395,"['Action,Adventure,Mystery,Thriller']","[[{'movieId': 648, 'title': 'Mission: Impossible (1996)', 'imdbId': 117060, 'tmdbId': 954}]]"
396,"['Action,Crime,Drama,Thriller']","[[{'movieId': 293, 'title': 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'imdbId': 110413, 'tmdbId': 101}]]"
397,"['Comedy,Mystery']","[[{'movieId': 492, 'title': 'Manhattan Murder Mystery (1993)', 'imdbId': 107507, 'tmdbId': 10440}]]"
398,"['Action,Adventure,Animation,Drama,Fantasy']","[[{'movieId': 3000, 'title': 'Princess Mononoke (Mononoke-hime) (1997)', 'imdbId': 119698, 'tmdbId': 128}]]"
399,"['Action,Adventure,Drama']","[[{'movieId': 3578, 'title': 'Gladiator (2000)', 'imdbId': 172495, 'tmdbId': 98}]]"
400,"['Action,Adventure,Sci-Fi']","[[{'movieId': 260, 'title': 'Star Wars: Episode IV - A New Hope (1977)', 'imdbId': 76759, 'tmdbId': 11}, {'movieId': 1196, 'title': 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'imdbId': 80684, 'tmdbId': 1891}, {'movieId': 1210, 'title': 'Star Wars: Episode VI - Return of the Jedi (1983)', 'imdbId': 86190, 'tmdbId': 1892}]]"
401,"['Adventure,Animation,Children,Sci-Fi,IMAX']","[[{'movieId': 5882, 'title': 'Treasure Planet (2002)', 'imdbId': 133240, 'tmdbId': 9016}]]"
402,"['Action,Adventure,Comedy,Romance,Thriller']","[[{'movieId': 380, 'title': 'True Lies (1994)', 'imdbId': 111503, 'tmdbId': 36955}]]"
403,"['Comedy,Crime,Drama,Thriller']","[[{'movieId': 296, 'title': 'Pulp Fiction (1994)', 'imdbId': 110912, 'tmdbId': 680}]]"
404,"['Action,Adventure,Sci-Fi,Thriller']","[[{'movieId': 480, 'title': 'Jurassic Park (1993)', 'imdbId': 107290, 'tmdbId': 329}]]"
405,"['Action,Crime,Film-Noir,Mystery,Thriller']","[[{'movieId': 32587, 'title': 'Sin City (2005)', 'imdbId': 401792, 'tmdbId': 187}]]"
406,"['Adventure,Comedy,Drama']","[[{'movieId': 33669, 'title': 'Sisterhood of the Traveling Pants, The (2005)', 'imdbId': 403508, 'tmdbId': 9779}]]"
407,"['Action,Adventure,Drama,Fantasy']","[[{'movieId': 7153, 'title': 'Lord of the Rings: The Return of the King, The (2003)', 'imdbId': 167260, 'tmdbId': 122}]]"
408,"['Action,Adventure,Comedy,Crime,Mystery,Thriller']","[[{'movieId': 91542, 'title': 'Sherlock Holmes: A Game of Shadows (2011)', 'imdbId': 1515091, 'tmdbId': 58574}]]"
409,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
410,"['Adventure,Comedy,Crime']","[[{'movieId': 4027, 'title': 'O Brother, Where Art Thou? (2000)', 'imdbId': 190590, 'tmdbId': 134}]]"
411,"['Action,Adventure,Mystery,Thriller']","[[{'movieId': 648, 'title': 'Mission: Impossible (1996)', 'imdbId': 117060, 'tmdbId': 954}]]"
412,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
413,"['Action,Adventure,Comedy,Western']","[[{'movieId': 3624, 'title': 'Shanghai Noon (2000)', 'imdbId': 184894, 'tmdbId': 8584}]]"
414,"['Action,Adventure,Animation,Children,Comedy,Fantasy']","[[{'movieId': 108932, 'title': 'The Lego Movie (2014)', 'imdbId': 1490017, 'tmdbId': 137106}]]"
415,"['Action,Adventure,Mystery,Romance,Thriller']","[[{'movieId': 908, 'title': 'North by Northwest (1959)', 'imdbId': 53125, 'tmdbId': 213}]]"
416,"['Comedy,Drama,Fantasy']","[[{'movieId': 2997, 'title': 'Being John Malkovich (1999)', 'imdbId': 120601, 'tmdbId': 492}]]"
417,"['Action,Adventure,Crime,Drama,Thriller']","[[{'movieId': 6016, 'title': 'City of God (Cidade de Deus) (2002)', 'imdbId': 317248, 'tmdbId': 598}]]"
418,"['Action,Adventure,Drama,Fantasy']","[[{'movieId': 7153, 'title': 'Lord of the Rings: The Return of the King, The (2003)', 'imdbId': 167260, 'tmdbId': 122}]]"
419,"['Action,Crime,IMAX']","[[{'movieId': 33794, 'title': 'Batman Begins (2005)', 'imdbId': 372784, 'tmdbId': 272}]]"
420,"['Adventure,Comedy,Fantasy']","[[{'movieId': 1136, 'title': 'Monty Python and the Holy Grail (1975)', 'imdbId': 71853, 'tmdbId': 762}]]"
421,"['Adventure,Drama']","[[{'movieId': 2966, 'title': 'Straight Story, The (1999)', 'imdbId': 166896, 'tmdbId': 404}]]"
422,"['Action,Drama,Romance,War']","[[{'movieId': 2728, 'title': 'Spartacus (1960)', 'imdbId': 54331, 'tmdbId': 967}]]"
423,"['Action,Sci-Fi']","[[{'movieId': 589, 'title': 'Terminator 2: Judgment Day (1991)', 'imdbId': 103064, 'tmdbId': 280}]]"
424,"['Action,Crime,Drama,Mystery,Thriller']","[[{'movieId': 5388, 'title': 'Insomnia (2002)', 'imdbId': 278504, 'tmdbId': 320}]]"
425,"['Comedy,Crime,Drama']","[[{'movieId': 778, 'title': 'Trainspotting (1996)', 'imdbId': 117951, 'tmdbId': 627}]]"
426,"['Action,Adventure,Animation,Children,Comedy']","[[{'movieId': 8961, 'title': 'Incredibles, The (2004)', 'imdbId': 317705, 'tmdbId': 9806}]]"
427,"['Mystery,Thriller']","[[{'movieId': 4226, 'title': 'Memento (2000)', 'imdbId': 209144, 'tmdbId': 77}]]"
428,"['Action,Adventure,Animation,Comedy']","[[{'movieId': 8917, 'title': 'Team America: World Police (2004)', 'imdbId': 372588, 'tmdbId': 3989}]]"
429,"['Action,Adventure,Comedy,Romance,Thriller']","[[{'movieId': 380, 'title': 'True Lies (1994)', 'imdbId': 111503, 'tmdbId': 36955}]]"
430,"['Action,Crime,Mystery,Sci-Fi,Thriller']","[[{'movieId': 5445, 'title': 'Minority Report (2002)', 'imdbId': 181689, 'tmdbId': 180}]]"
431,"['Crime,Thriller']","[[{'movieId': 555, 'title': 'True Romance (1993)', 'imdbId': 108399, 'tmdbId': 319}]]"
432,"['Adventure,Animation,Children,Drama,Musical,IMAX']","[[{'movieId': 364, 'title': 'Lion King, The (1994)', 'imdbId': 110357, 'tmdbId': 8587}]]"
433,"['Comedy,Romance']","[[{'movieId': 5299, 'title': 'My Big Fat Greek Wedding (2002)', 'imdbId': 259446, 'tmdbId': 8346}]]"
434,"['Action,Adventure,Animation,Drama,Fantasy']","[[{'movieId': 3000, 'title': 'Princess Mononoke (Mononoke-hime) (1997)', 'imdbId': 119698, 'tmdbId': 128}]]"
435,"['Action,Crime,Drama,IMAX']","[[{'movieId': 58559, 'title': 'Dark Knight, The (2008)', 'imdbId': 468569, 'tmdbId': 155}]]"
436,"['Adventure,Animation,Comedy']","[[{'movieId': 720, 'title': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'imdbId': 118114, 'tmdbId': 503475}]]"
437,"['Action,Adventure,Romance,Thriller']","[[{'movieId': 736, 'title': 'Twister (1996)', 'imdbId': 117998, 'tmdbId': 664}]]"
438,"['Action,Adventure,Animation,Children,Comedy']","[[{'movieId': 8961, 'title': 'Incredibles, The (2004)', 'imdbId': 317705, 'tmdbId': 9806}]]"
439,"['Action,Adventure,Drama,Fantasy']","[[{'movieId': 7153, 'title': 'Lord of the Rings: The Return of the King, The (2003)', 'imdbId': 167260, 'tmdbId': 122}]]"
440,"['Action,Sci-Fi,Thriller']","[[{'movieId': 541, 'title': 'Blade Runner (1982)', 'imdbId': 83658, 'tmdbId': 78}]]"
441,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}]]"
442,"['Adventure,Children,Romance']","[[{'movieId': 362, 'title': 'Jungle Book, The (1994)', 'imdbId': 110213, 'tmdbId': 10714}]]"
443,"['Action,Adventure,Drama,Fantasy']","[[{'movieId': 7153, 'title': 'Lord of the Rings: The Return of the King, The (2003)', 'imdbId': 167260, 'tmdbId': 122}]]"
444,"['Action,Crime,Fantasy,Thriller']","[[{'movieId': 353, 'title': 'Crow, The (1994)', 'imdbId': 109506, 'tmdbId': 9495}]]"
445,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
446,"['Action,Sci-Fi']","[[{'movieId': 589, 'title': 'Terminator 2: Judgment Day (1991)', 'imdbId': 103064, 'tmdbId': 280}]]"
447,"['Action,Adventure,Comedy,Romance']","[[{'movieId': 552, 'title': 'Three Musketeers, The (1993)', 'imdbId': 108333, 'tmdbId': 10057}]]"
448,"['Action,Adventure,Crime,Drama,Thriller']","[[{'movieId': 6016, 'title': 'City of God (Cidade de Deus) (2002)', 'imdbId': 317248, 'tmdbId': 598}]]"
450,"['Action,Horror']","[[{'movieId': 1387, 'title': 'Jaws (1975)', 'imdbId': 73195, 'tmdbId': 578}]]"
451,"['Action,Adventure,Comedy,Crime']","[[{'movieId': 112, 'title': 'Rumble in the Bronx (Hont faan kui) (1995)', 'imdbId': 113326, 'tmdbId': 33542}]]"
452,"['Action,Adventure,Comedy']","[[{'movieId': 1517, 'title': 'Austin Powers: International Man of Mystery (1997)', 'imdbId': 118655, 'tmdbId': 816}, {'movieId': 2683, 'title': 'Austin Powers: The Spy Who Shagged Me (1999)', 'imdbId': 145660, 'tmdbId': 817}]]"
453,"['Action,Adventure,Comedy,Crime']","[[{'movieId': 112, 'title': 'Rumble in the Bronx (Hont faan kui) (1995)', 'imdbId': 113326, 'tmdbId': 33542}]]"
454,"['Comedy,Drama,Romance']","[[{'movieId': 1235, 'title': 'Harold and Maude (1971)', 'imdbId': 67185, 'tmdbId': 343}]]"
455,"['Comedy,Drama,Fantasy,Romance,Thriller']","[[{'movieId': 587, 'title': 'Ghost (1990)', 'imdbId': 99653, 'tmdbId': 251}]]"
456,"['Action,Adventure,Sci-Fi']","[[{'movieId': 260, 'title': 'Star Wars: Episode IV - A New Hope (1977)', 'imdbId': 76759, 'tmdbId': 11}]]"
457,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
458,"['Action,Adventure,Comedy,Crime']","[[{'movieId': 153, 'title': 'Batman Forever (1995)', 'imdbId': 112462, 'tmdbId': 414}]]"
459,"['Action,Adventure,Animation,Children,Comedy']","[[{'movieId': 8961, 'title': 'Incredibles, The (2004)', 'imdbId': 317705, 'tmdbId': 9806}]]"
460,"['Action,Adventure,Drama']","[[{'movieId': 3578, 'title': 'Gladiator (2000)', 'imdbId': 172495, 'tmdbId': 98}]]"
461,"['Comedy,Crime,Drama']","[[{'movieId': 106782, 'title': 'Wolf of Wall Street, The (2013)', 'imdbId': 993846, 'tmdbId': 106646}]]"
462,"['Comedy,Fantasy,Horror']","[[{'movieId': 1241, 'title': 'Dead Alive (Braindead) (1992)', 'imdbId': 103873, 'tmdbId': 763}]]"
463,"['Action,Adventure,Drama,Fantasy']","[[{'movieId': 7153, 'title': 'Lord of the Rings: The Return of the King, The (2003)', 'imdbId': 167260, 'tmdbId': 122}]]"
464,"['Action,Adventure,Drama,Fantasy']","[[{'movieId': 7153, 'title': 'Lord of the Rings: The Return of the King, The (2003)', 'imdbId': 167260, 'tmdbId': 122}]]"
465,"['Action,Adventure,Horror,Sci-Fi']","[[{'movieId': 1200, 'title': 'Aliens (1986)', 'imdbId': 90605, 'tmdbId': 679}]]"
466,"['Action,Sci-Fi,IMAX']","[[{'movieId': 111759, 'title': 'Edge of Tomorrow (2014)', 'imdbId': 1631867, 'tmdbId': 137113}]]"
467,['Comedy'],"[[{'movieId': 2390, 'title': 'Little Voice (1998)', 'imdbId': 147004, 'tmdbId': 8545}]]"
468,"['Adventure,Drama,IMAX']","[[{'movieId': 150, 'title': 'Apollo 13 (1995)', 'imdbId': 112384, 'tmdbId': 568}]]"
469,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
470,"['Action,Adventure,Comedy,Romance,Thriller']","[[{'movieId': 380, 'title': 'True Lies (1994)', 'imdbId': 111503, 'tmdbId': 36955}]]"
471,"['Action,Comedy,Fantasy,Musical,Romance']","[[{'movieId': 79702, 'title': 'Scott Pilgrim vs. the World (2010)', 'imdbId': 446029, 'tmdbId': 22538}]]"
472,"['Action,Adventure,Crime,IMAX']","[[{'movieId': 91529, 'title': 'Dark Knight Rises, The (2012)', 'imdbId': 1345836, 'tmdbId': 49026}]]"
473,"['Drama,Romance,Sci-Fi']","[[{'movieId': 7361, 'title': 'Eternal Sunshine of the Spotless Mind (2004)', 'imdbId': 338013, 'tmdbId': 38}]]"
474,"['Action,Adventure,Drama,Fantasy']","[[{'movieId': 7153, 'title': 'Lord of the Rings: The Return of the King, The (2003)', 'imdbId': 167260, 'tmdbId': 122}]]"
475,"['Action,Adventure,Comedy,Fantasy,Horror,Thriller']","[[{'movieId': 2617, 'title': 'Mummy, The (1999)', 'imdbId': 120616, 'tmdbId': 564}]]"
476,"['Action,Sci-Fi']","[[{'movieId': 589, 'title': 'Terminator 2: Judgment Day (1991)', 'imdbId': 103064, 'tmdbId': 280}]]"
477,"['Action,Adventure,Animation,Sci-Fi']","[[{'movieId': 1274, 'title': 'Akira (1988)', 'imdbId': 94625, 'tmdbId': 149}]]"
478,"['Action,Adventure,Comedy,Romance']","[[{'movieId': 33679, 'title': 'Mr. & Mrs. Smith (2005)', 'imdbId': 356910, 'tmdbId': 787}]]"
479,"['Action,Adventure,Comedy']","[[{'movieId': 2683, 'title': 'Austin Powers: The Spy Who Shagged Me (1999)', 'imdbId': 145660, 'tmdbId': 817}]]"
480,"['Action,Romance,War,Western']","[[{'movieId': 1408, 'title': 'Last of the Mohicans, The (1992)', 'imdbId': 104691, 'tmdbId': 9361}]]"
481,"['Crime,Film-Noir,Mystery,Thriller']","[[{'movieId': 1617, 'title': 'L.A. Confidential (1997)', 'imdbId': 119488, 'tmdbId': 2118}]]"
482,"['Action,Adventure,Animation,Children,Comedy']","[[{'movieId': 8961, 'title': 'Incredibles, The (2004)', 'imdbId': 317705, 'tmdbId': 9806}]]"
483,"['Action,Adventure,Animation,Drama,Fantasy']","[[{'movieId': 3000, 'title': 'Princess Mononoke (Mononoke-hime) (1997)', 'imdbId': 119698, 'tmdbId': 128}]]"
484,"['Adventure,Animation,Children,Drama,Musical,IMAX']","[[{'movieId': 364, 'title': 'Lion King, The (1994)', 'imdbId': 110357, 'tmdbId': 8587}]]"
485,"['Action,Adventure,Comedy,Romance,Thriller']","[[{'movieId': 380, 'title': 'True Lies (1994)', 'imdbId': 111503, 'tmdbId': 36955}]]"
